feature,mean_abs_shap
SAVI_20250731,0.0005672387792397947
NDRE_20250724,0.0005640533999760391
OSAVI_Δ_20250619,0.0005481517695410128
NDREI_20250711,0.0005379896737073575
NDVI_20250624,0.0005361788734954961
NDVI_Δ_20250604,0.0005337335971856729
OSAVI_20250724,0.0005324439794246003
SAVI_20250614,0.0005291590770772204
RVI_20250621,0.0005274564407589256
EVI_20250714,0.0005223694955353821
OSAVI_20250601,0.0005095576745732249
NDVI_20250601,0.0005005780647059944
SAVI_20250624,0.0005004729533073844
NDVI_20250729,0.0004961916313248875
RVI_Δ_20250724,0.0004954055203222656
SAVI_20250601,0.0004938725115679167
OSAVI_Δ_20250729,0.0004911467604296969
GNDVI_20250729,0.0004871878456874799
NDPI_20250629,0.0004835048768785632
Ratio_B8_B5_20250621,0.0004741999779173413
GNDVI_Δ_20250614,0.00047212720691117176
EVI_20250731,0.0004719161037297979
NDWI_Δ_20250629,0.00046564159572370966
Ratio_B8_B5_20250624,0.00046268594549014587
CI_RE_20250619,0.00045919413773743757
Ratio_B8_B5_Δ_20250621,0.00044470934455983455
NDRE_20250711,0.0004356484737751643
WBI_20250731,0.0004227479630807494
SAVI_20250711,0.0004147355820596883
NDVI_20250621,0.0004139719775722611
NDREI_Δ_20250729,0.00041258923447300914
NDVI_Δ_20250629,0.0004123011343061711
NDREI_20250624,0.0004011449530579689
NDPI_Δ_20250619,0.00039550486479524944
Ratio_B8_B5_20250601,0.00038296482490346277
OSAVI_Δ_20250624,0.0003789454452941632
MSI_20250729,0.0003738962673121875
GNDVI_20250604,0.00037092805878387916
CI_RE_20250614,0.00037086155739312764
NDWI_20250629,0.0003596369153214657
OSAVI_20250629,0.00035628881804284805
NDWI_20250724,0.0003472171924881445
NDVI_20250614,0.00034482966741738167
RVI_Δ_20250621,0.00034158983356997005
NDVI_20250619,0.00033449155735199856
Ratio_B8_B5_20250731,0.0003216948072187468
NDREI_20250714,0.00031372374981644897
NDRE_Δ_20250604,0.0003136743196109656
WBI_Δ_20250731,0.0003083411929368198
WBI_20250621,0.0003073674179775057
CI_RE_20250711,0.0002881069818075481
Ratio_B8_B5_20250729,0.0002867148899695777
EVI_Δ_20250604,0.0002860668155442838
OSAVI_20250711,0.0002827306324925113
GNDVI_Δ_20250624,0.0002810730933312914
SAVI_Δ_20250731,0.000279694718890876
MSI_Δ_20250629,0.0002778662440304951
Ratio_B8_B5_Δ_20250711,0.00027653791267780804
Ratio_B8_B5_20250711,0.0002761168571088961
SAVI_20250729,0.0002736978584452708
EVI_Δ_20250711,0.0002675715214188059
OSAVI_20250729,0.00026406993164324413
Ratio_B8_B5_Δ_20250724,0.0002634437384871864
EVI_Δ_20250724,0.00024136282016859554
NDVI_Δ_20250621,0.00023289768836099188
OSAVI_Δ_20250621,0.00022990315454013817
NDREI_20250614,0.00022037817319567603
NDRE_20250614,0.0002203739323400637
NDVI_20250604,0.00020832840770354684
NDREI_20250601,0.00020729191175424612
NDWI_Δ_20250624,0.0002013867286332536
NDPI_Δ_20250621,0.00018623041620633593
OSAVI_20250604,0.00018446396197476948
GNDVI_Δ_20250714,0.00017763036070814794
NDRE_20250604,0.00017687988284426518
SAVI_Δ_20250724,0.00017284173436008104
EVI_Δ_20250729,0.00016278544606241978
SAVI_20250714,0.00015635818867445981
GNDVI_Δ_20250621,0.00015593207072254009
NDVI_20250629,0.00015514114633568467
NDRE_Δ_20250614,0.00014901614947735733
MSI_Δ_20250624,0.00014792600846201708
OSAVI_Δ_20250629,0.00014608269157442684
CI_RE_Δ_20250614,0.00014449108528971717
SAVI_Δ_20250629,0.0001375046725839722
CI_RE_Δ_20250729,0.00013410961933155732
NDRE_Δ_20250624,0.00013348699149669566
OSAVI_Δ_20250724,0.00012504612156984468
NDRE_Δ_20250729,0.00012347642360807485
SAVI_Δ_20250619,0.0001230770184141673
CI_RE_20250629,0.00011600091387425904
CI_RE_Δ_20250711,0.00011549335872841713
Ratio_B8_B5_Δ_20250629,0.00011541437020938867
NDRE_Δ_20250724,0.00011465958377352469
NDRE_20250621,0.00010747424694727407
NDPI_20250714,9.630777296535078e-05
NDWI_20250729,9.253553855812765e-05
CI_RE_Δ_20250624,9.211348524940647e-05
SAVI_20250724,9.156576539597088e-05
Ratio_B8_B5_20250714,8.263888911340992e-05
SAVI_Δ_20250621,8.162226079265936e-05
EVI_Δ_20250614,7.50786425274533e-05
Ratio_B8_B5_Δ_20250614,6.717526781405998e-05
RVI_20250604,6.526091224466916e-05
SAVI_Δ_20250614,6.407745031716488e-05
NDWI_Δ_20250614,6.376894256483524e-05
Ratio_B8_B5_Δ_20250604,6.318800049936053e-05
NDVI_Δ_20250619,6.169013639611519e-05
NDWI_Δ_20250714,5.772509029459367e-05
EVI_Δ_20250621,5.712423314546618e-05
NDVI_Δ_20250624,5.332443635525008e-05
CI_RE_20250601,5.277843823239802e-05
OSAVI_Δ_20250614,4.2334507114104423e-05
NDRE_20250729,4.194045015277494e-05
NDVI_20250714,4.1607043243465513e-05
NDVI_Δ_20250714,4.1579629898441366e-05
OSAVI_20250731,4.1216911352888724e-05
NDWI_Δ_20250619,3.8075555972970675e-05
RVI_20250614,3.639677387204702e-05
Ratio_B8_B5_Δ_20250624,3.358755327242658e-05
NDREI_Δ_20250629,2.6996387666386345e-05
NDREI_20250629,2.5419101298350952e-05
NDREI_Δ_20250614,2.3870776672177364e-05
NDVI_Δ_20250724,2.1294029797219095e-05
Ratio_B8_B5_Δ_20250729,2.058265234314764e-05
OSAVI_Δ_20250711,1.8391112019555846e-05
NDPI_Δ_20250714,1.197943156471253e-05
CI_RE_20250621,7.369014839543019e-06
SAVI_Δ_20250729,6.588605554270823e-06
GNDVI_Δ_20250619,6.5117227214635265e-06
NDWI_20250711,5.4070249967786584e-06
RVI_Δ_20250614,5.265784590497571e-06
NDWI_Δ_20250621,5.048594547470895e-06
RVI_Δ_20250729,2.923000507095119e-06
NDRE_20250714,2.2485886067850474e-06
RVI_Δ_20250624,6.392968259880906e-07
NDREI_Δ_20250624,2.5654847402050587e-17
CI_RE_Δ_20250629,1.958610434661397e-18
NDRE_20250731,4.0529880444914245e-19
